dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.json:json,org.springframework.boot:spring-boot-starter-web,9,182,108,0.05,0.08,0.08
org.json:json,org.jsoup:jsoup,28,182,180,0.15,0.16,0.16
org.json:json,org.springframework:spring-core,42,182,249,0.23,0.17,0.23
javax.servlet:servlet-api,org.hamcrest:hamcrest-all,16,196,177,0.08,0.09,0.09
org.apache.poi:poi-ooxml,org.apache.zookeeper:zookeeper,12,106,152,0.11,0.08,0.11
org.springframework:spring-context,org.springframework:spring-web,150,311,207,0.48,0.72,0.72
org.apache.commons:commons-collections4,org.apache.poi:poi,23,154,103,0.15,0.22,0.22
commons-io:commons-io,javax.servlet:javax.servlet-api,190,785,368,0.24,0.52,0.52
io.netty:netty-all,org.postgresql:postgresql,26,167,177,0.16,0.15,0.16
org.javassist:javassist,org.mockito:mockito-core,68,157,678,0.43,0.1,0.43
commons-cli:commons-cli,org.springframework:spring-beans,39,283,184,0.14,0.21,0.21
org.codehaus.jackson:jackson-mapper-asl,org.springframework:spring-context,34,111,311,0.31,0.11,0.31
org.aspectj:aspectjweaver,org.assertj:assertj-core,17,128,329,0.13,0.05,0.13
org.eclipse.jetty:jetty-webapp,org.springframework:spring-core,36,121,249,0.3,0.14,0.3
com.google.code.findbugs:jsr305,org.javassist:javassist,35,230,157,0.15,0.22,0.22
com.google.code.findbugs:jsr305,junit:junit,168,230,1690,0.73,0.1,0.73
ch.qos.logback:logback-classic,org.hibernate:hibernate-core,43,523,139,0.08,0.31,0.31
ch.qos.logback:logback-classic,org.apache.zookeeper:zookeeper,47,523,152,0.09,0.31,0.31
org.apache.httpcomponents:httpmime,org.apache.poi:poi-ooxml,12,103,106,0.12,0.11,0.12
org.apache.httpcomponents:httpmime,org.hamcrest:hamcrest,9,103,114,0.09,0.08,0.09
commons-httpclient:commons-httpclient,org.hibernate:hibernate-validator,9,105,107,0.09,0.08,0.09
com.fasterxml.jackson.core:jackson-databind,com.google.protobuf:protobuf-java,76,616,191,0.12,0.4,0.4
org.apache.commons:commons-text,org.springframework:spring-test,25,136,248,0.18,0.1,0.18
javax.servlet:javax.servlet-api,org.apache.httpcomponents:httpmime,44,368,103,0.12,0.43,0.43
javax.servlet:javax.servlet-api,org.springframework:spring-jdbc,64,368,152,0.17,0.42,0.42
javax.validation:validation-api,org.hamcrest:hamcrest-all,22,138,177,0.16,0.12,0.16
javax.inject:javax.inject,org.springframework:spring-web,30,126,207,0.24,0.14,0.24
javax.inject:javax.inject,net.java.dev.jna:jna,9,126,123,0.07,0.07,0.07
commons-beanutils:commons-beanutils,mysql:mysql-connector-java,79,213,406,0.37,0.19,0.37
com.fasterxml.jackson.core:jackson-core,org.apache.kafka:kafka-clients,53,389,117,0.14,0.45,0.45
com.sun.xml.bind:jaxb-impl,org.openjdk.jmh:jmh-generator-annprocess,10,113,138,0.09,0.07,0.09
org.junit.jupiter:junit-jupiter-api,org.slf4j:slf4j-api,97,203,1022,0.48,0.09,0.48
mysql:mysql-connector-java,org.hamcrest:hamcrest,17,406,114,0.04,0.15,0.15
org.apache.curator:curator-recipes,org.junit.jupiter:junit-jupiter-engine,12,105,246,0.11,0.05,0.11
org.apache.hadoop:hadoop-common,org.hamcrest:hamcrest-library,12,107,171,0.11,0.07,0.11
com.google.code.gson:gson,io.dropwizard.metrics:metrics-core,50,473,113,0.11,0.44,0.44
org.apache.httpcomponents:httpcore,org.slf4j:slf4j-log4j12,76,203,386,0.37,0.2,0.37
org.apache.maven:maven-core,org.eclipse.jetty:jetty-webapp,14,136,121,0.1,0.12,0.12
commons-io:commons-io,org.testng:testng,92,785,209,0.12,0.44,0.44
commons-io:commons-io,org.eclipse.jetty:jetty-servlet,95,785,146,0.12,0.65,0.65
commons-io:commons-io,javax.xml.bind:jaxb-api,125,785,217,0.16,0.58,0.58
org.junit.jupiter:junit-jupiter-params,org.slf4j:slf4j-log4j12,14,114,386,0.12,0.04,0.12
commons-cli:commons-cli,commons-configuration:commons-configuration,52,283,114,0.18,0.46,0.46
org.ow2.asm:asm,org.springframework:spring-tx,12,132,117,0.09,0.1,0.1
org.ow2.asm:asm,org.springframework:spring-web,14,132,207,0.11,0.07,0.11
javax.mail:mail,org.junit.jupiter:junit-jupiter,5,119,110,0.04,0.05,0.05
commons-logging:commons-logging,org.springframework:spring-beans,63,287,184,0.22,0.34,0.34
org.aspectj:aspectjweaver,org.glassfish.jaxb:jaxb-runtime,8,128,108,0.06,0.07,0.07
org.hibernate:hibernate-core,org.slf4j:jcl-over-slf4j,29,139,220,0.21,0.13,0.21
org.apache.commons:commons-lang3,org.hibernate:hibernate-core,67,742,139,0.09,0.48,0.48
org.jsoup:jsoup,org.junit.jupiter:junit-jupiter-params,11,180,114,0.06,0.1,0.1
ch.qos.logback:logback-classic,org.apache.commons:commons-lang3,224,523,742,0.43,0.3,0.43
ch.qos.logback:logback-classic,org.easymock:easymock,35,523,136,0.07,0.26,0.26
org.apache.httpcomponents:httpmime,org.openjdk.jmh:jmh-core,4,103,147,0.04,0.03,0.04
org.apache.httpcomponents:httpmime,org.junit.jupiter:junit-jupiter-api,12,103,203,0.12,0.06,0.12
commons-httpclient:commons-httpclient,org.freemarker:freemarker,14,105,106,0.13,0.13,0.13
commons-httpclient:commons-httpclient,org.springframework:spring-core,27,105,249,0.26,0.11,0.26
com.fasterxml.jackson.core:jackson-databind,org.powermock:powermock-module-junit4,71,616,156,0.12,0.46,0.46
com.fasterxml.jackson.core:jackson-databind,org.springframework:spring-web,113,616,207,0.18,0.55,0.55
org.apache.commons:commons-text,org.hsqldb:hsqldb,13,136,134,0.1,0.1,0.1
ch.qos.logback:logback-core,org.eclipse.jetty:jetty-server,30,165,197,0.18,0.15,0.18
ch.qos.logback:logback-core,com.h2database:h2,30,165,262,0.18,0.11,0.18
ch.qos.logback:logback-core,commons-logging:commons-logging,24,165,287,0.15,0.08,0.15
ch.qos.logback:logback-core,org.slf4j:slf4j-api,139,165,1022,0.84,0.14,0.84
com.fasterxml.jackson.core:jackson-annotations,org.bouncycastle:bcpkix-jdk15on,41,319,115,0.13,0.36,0.36
com.fasterxml.jackson.core:jackson-annotations,org.junit.jupiter:junit-jupiter-api,39,319,203,0.12,0.19,0.19
com.fasterxml.jackson.core:jackson-annotations,javax.xml.bind:jaxb-api,73,319,217,0.23,0.34,0.34
javax.servlet:javax.servlet-api,org.apache.commons:commons-math3,33,368,140,0.09,0.24,0.24
javax.validation:validation-api,javax.ws.rs:javax.ws.rs-api,26,138,113,0.19,0.23,0.23
javax.validation:validation-api,org.junit.jupiter:junit-jupiter,5,138,110,0.04,0.05,0.05
org.codehaus.plexus:plexus-utils,org.springframework.boot:spring-boot-starter-web,7,106,108,0.07,0.06,0.07
org.slf4j:slf4j-log4j12,org.slf4j:slf4j-simple,55,386,291,0.14,0.19,0.19
org.apache.ant:ant,org.easymock:easymock,16,105,136,0.15,0.12,0.15
commons-beanutils:commons-beanutils,org.yaml:snakeyaml,46,213,196,0.22,0.23,0.23
com.fasterxml.jackson.core:jackson-core,io.springfox:springfox-swagger2,20,389,108,0.05,0.19,0.19
com.sun.xml.bind:jaxb-impl,org.slf4j:slf4j-log4j12,31,113,386,0.27,0.08,0.27
com.google.protobuf:protobuf-java,javax.xml.bind:jaxb-api,37,191,217,0.19,0.17,0.19
org.apache.logging.log4j:log4j-slf4j-impl,org.eclipse.jetty:jetty-webapp,21,180,121,0.12,0.17,0.17
org.apache.logging.log4j:log4j-slf4j-impl,org.hamcrest:hamcrest-all,24,180,177,0.13,0.14,0.14
com.google.inject:guice,org.apache.kafka:kafka-clients,13,141,117,0.09,0.11,0.11
org.bouncycastle:bcpkix-jdk15on,org.eclipse.jetty:jetty-server,33,115,197,0.29,0.17,0.29
org.bouncycastle:bcpkix-jdk15on,org.junit.jupiter:junit-jupiter-engine,21,115,246,0.18,0.09,0.18
org.bouncycastle:bcpkix-jdk15on,org.junit.jupiter:junit-jupiter,10,115,110,0.09,0.09,0.09
org.junit.jupiter:junit-jupiter-api,org.junit.jupiter:junit-jupiter-engine,161,203,246,0.79,0.65,0.79
joda-time:joda-time,org.springframework:spring-context-support,31,274,112,0.11,0.28,0.28
joda-time:joda-time,org.springframework:spring-jdbc,42,274,152,0.15,0.28,0.28
com.googlecode.json-simple:json-simple,org.freemarker:freemarker,5,119,106,0.04,0.05,0.05
com.googlecode.json-simple:json-simple,joda-time:joda-time,33,119,274,0.28,0.12,0.28
commons-codec:commons-codec,javax.inject:javax.inject,34,444,126,0.08,0.27,0.27
junit:junit,org.mybatis.spring.boot:mybatis-spring-boot-starter,42,1690,118,0.02,0.36,0.36
org.apache.curator:curator-recipes,org.hamcrest:hamcrest-all,10,105,177,0.1,0.06,0.1
org.easymock:easymock,org.openjdk.jmh:jmh-core,11,136,147,0.08,0.07,0.08
com.alibaba:druid,org.apache.zookeeper:zookeeper,29,109,152,0.27,0.19,0.27
io.springfox:springfox-swagger2,org.assertj:assertj-core,8,108,329,0.07,0.02,0.07
io.springfox:springfox-swagger2,org.hamcrest:hamcrest-all,3,108,177,0.03,0.02,0.03
org.apache.maven:maven-core,org.springframework:spring-core,21,136,249,0.15,0.08,0.15
org.apache.maven:maven-core,org.junit.jupiter:junit-jupiter,7,136,110,0.05,0.06,0.06
org.bouncycastle:bcprov-jdk15on,org.eclipse.jetty:jetty-server,37,141,197,0.26,0.19,0.26
org.eclipse.jetty:jetty-server,org.slf4j:slf4j-api,144,197,1022,0.73,0.14,0.73
org.slf4j:jcl-over-slf4j,org.slf4j:slf4j-log4j12,84,220,386,0.38,0.22,0.38
commons-fileupload:commons-fileupload,org.projectlombok:lombok,31,181,338,0.17,0.09,0.17
commons-fileupload:commons-fileupload,io.springfox:springfox-swagger2,20,181,108,0.11,0.19,0.19
javax.servlet:servlet-api,javax.validation:validation-api,32,196,138,0.16,0.23,0.23
org.apache.httpcomponents:httpclient,org.codehaus.jackson:jackson-mapper-asl,56,502,111,0.11,0.5,0.5
com.h2database:h2,org.apache.poi:poi,29,262,103,0.11,0.28,0.28
log4j:log4j,org.springframework.boot:spring-boot-starter-web,24,361,108,0.07,0.22,0.22
org.apache.commons:commons-compress,org.slf4j:jul-to-slf4j,20,169,111,0.12,0.18,0.18
com.zaxxer:HikariCP,org.springframework:spring-aop,11,106,133,0.1,0.08,0.1
org.javassist:javassist,org.junit.jupiter:junit-jupiter-engine,33,157,246,0.21,0.13,0.21
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.assertj:assertj-core,19,102,329,0.19,0.06,0.19
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.quartz-scheduler:quartz,13,102,101,0.13,0.13,0.13
commons-cli:commons-cli,org.easymock:easymock,32,283,136,0.11,0.24,0.24
com.alibaba:fastjson,org.ow2.asm:asm,10,253,132,0.04,0.08,0.08
com.alibaba:fastjson,org.springframework.boot:spring-boot-starter-web,30,253,108,0.12,0.28,0.28
com.alibaba:fastjson,net.java.dev.jna:jna,14,253,123,0.06,0.11,0.11
org.powermock:powermock-module-junit4,redis.clients:jedis,15,156,131,0.1,0.11,0.11
javax.mail:mail,org.springframework:spring-context-support,31,119,112,0.26,0.28,0.28
javax.mail:mail,mysql:mysql-connector-java,63,119,406,0.53,0.16,0.53
org.apache.commons:commons-math3,org.springframework:spring-core,16,140,249,0.11,0.06,0.11
org.hibernate:hibernate-core,org.junit.jupiter:junit-jupiter-params,11,139,114,0.08,0.1,0.1
org.eclipse.jetty:jetty-webapp,org.springframework:spring-jdbc,23,121,152,0.19,0.15,0.19
org.eclipse.jetty:jetty-webapp,org.reflections:reflections,20,121,130,0.17,0.15,0.17
ch.qos.logback:logback-classic,commons-cli:commons-cli,75,523,283,0.14,0.27,0.27
org.hamcrest:hamcrest-all,org.junit.jupiter:junit-jupiter-api,19,177,203,0.11,0.09,0.11
org.springframework:spring-beans,org.springframework:spring-test,113,184,248,0.61,0.46,0.61
org.apache.httpcomponents:httpmime,org.codehaus.jackson:jackson-mapper-asl,16,103,111,0.16,0.14,0.16
commons-httpclient:commons-httpclient,org.slf4j:slf4j-simple,17,105,291,0.16,0.06,0.16
com.fasterxml.jackson.core:jackson-databind,io.dropwizard.metrics:metrics-core,66,616,113,0.11,0.58,0.58
javax.servlet:javax.servlet-api,org.projectlombok:lombok,64,368,338,0.17,0.19,0.19
javax.servlet:javax.servlet-api,org.springframework:spring-context,125,368,311,0.34,0.4,0.4
javax.servlet:javax.servlet-api,org.junit.jupiter:junit-jupiter,17,368,110,0.05,0.15,0.15
org.apache.maven.plugin-tools:maven-plugin-annotations,org.mybatis.spring.boot:mybatis-spring-boot-starter,2,160,118,0.01,0.02,0.02
com.sun.xml.bind:jaxb-impl,org.openjdk.jmh:jmh-core,10,113,147,0.09,0.07,0.09
joda-time:joda-time,org.projectlombok:lombok,51,274,338,0.19,0.15,0.19
joda-time:joda-time,org.hamcrest:hamcrest-all,41,274,177,0.15,0.23,0.23
joda-time:joda-time,org.mybatis.spring.boot:mybatis-spring-boot-starter,11,274,118,0.04,0.09,0.09
com.googlecode.json-simple:json-simple,javax.servlet:javax.servlet-api,35,119,368,0.29,0.1,0.29
commons-codec:commons-codec,org.slf4j:slf4j-simple,79,444,291,0.18,0.27,0.27
commons-codec:commons-codec,io.springfox:springfox-swagger2,21,444,108,0.05,0.19,0.19
commons-lang:commons-lang,org.scala-lang:scala-library,42,338,131,0.12,0.32,0.32
org.apache.curator:curator-recipes,org.apache.logging.log4j:log4j-core,26,105,276,0.25,0.09,0.25
com.alibaba:druid,com.h2database:h2,26,109,262,0.24,0.1,0.24
org.hamcrest:hamcrest,org.mockito:mockito-core,75,114,678,0.66,0.11,0.66
commons-fileupload:commons-fileupload,org.mockito:mockito-all,27,181,278,0.15,0.1,0.15
com.h2database:h2,org.json:json,26,262,182,0.1,0.14,0.14
com.h2database:h2,commons-collections:commons-collections,59,262,214,0.23,0.28,0.28
org.apache.commons:commons-collections4,org.projectlombok:lombok,31,154,338,0.2,0.09,0.2
io.netty:netty-all,org.apache.logging.log4j:log4j-core,43,167,276,0.26,0.16,0.26
com.alibaba:fastjson,commons-cli:commons-cli,23,253,283,0.09,0.08,0.09
com.alibaba:fastjson,org.hamcrest:hamcrest-core,4,253,159,0.02,0.03,0.03
com.alibaba:fastjson,org.junit.jupiter:junit-jupiter-engine,14,253,246,0.06,0.06,0.06
org.powermock:powermock-module-junit4,org.springframework:spring-aop,14,156,133,0.09,0.11,0.11
org.aspectj:aspectjweaver,org.slf4j:jul-to-slf4j,12,128,111,0.09,0.11,0.11
org.apache.zookeeper:zookeeper,org.springframework:spring-test,42,152,248,0.28,0.17,0.28
org.jsoup:jsoup,org.testng:testng,19,180,209,0.11,0.09,0.11
org.jsoup:jsoup,org.slf4j:slf4j-api,84,180,1022,0.47,0.08,0.47
ch.qos.logback:logback-classic,org.junit.jupiter:junit-jupiter-api,62,523,203,0.12,0.31,0.31
commons-configuration:commons-configuration,org.openjdk.jmh:jmh-generator-annprocess,7,114,138,0.06,0.05,0.06
commons-httpclient:commons-httpclient,org.apache.httpcomponents:httpclient,63,105,502,0.6,0.13,0.6
commons-httpclient:commons-httpclient,org.bouncycastle:bcprov-jdk15on,13,105,141,0.12,0.09,0.12
ch.qos.logback:logback-core,com.google.code.gson:gson,54,165,473,0.33,0.11,0.33
ch.qos.logback:logback-core,org.openjdk.jmh:jmh-generator-annprocess,16,165,138,0.1,0.12,0.12
com.fasterxml.jackson.core:jackson-annotations,io.dropwizard.metrics:metrics-core,44,319,113,0.14,0.39,0.39
org.postgresql:postgresql,org.quartz-scheduler:quartz,20,177,101,0.11,0.2,0.2
org.postgresql:postgresql,org.yaml:snakeyaml,43,177,196,0.24,0.22,0.24
javax.servlet:javax.servlet-api,org.hamcrest:hamcrest-all,43,368,177,0.12,0.24,0.24
org.slf4j:slf4j-log4j12,org.springframework:spring-context-support,49,386,112,0.13,0.44,0.44
org.apache.ant:ant,org.freemarker:freemarker,7,105,106,0.07,0.07,0.07
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.slf4j:jcl-over-slf4j,8,118,220,0.07,0.04,0.07
org.scala-lang:scala-library,org.springframework:spring-beans,19,131,184,0.15,0.1,0.15
com.fasterxml.jackson.core:jackson-core,org.slf4j:slf4j-simple,71,389,291,0.18,0.24,0.24
com.fasterxml.jackson.core:jackson-core,org.bouncycastle:bcprov-jdk15on,52,389,141,0.13,0.37,0.37
com.sun.xml.bind:jaxb-impl,org.projectlombok:lombok,16,113,338,0.14,0.05,0.14
com.google.inject:guice,org.hibernate:hibernate-core,17,141,139,0.12,0.12,0.12
com.google.inject:guice,javax.ws.rs:javax.ws.rs-api,26,141,113,0.18,0.23,0.23
org.bouncycastle:bcpkix-jdk15on,org.slf4j:slf4j-log4j12,26,115,386,0.23,0.07,0.23
org.glassfish.jaxb:jaxb-runtime,org.springframework:spring-jdbc,13,108,152,0.12,0.09,0.12
commons-codec:commons-codec,org.springframework:spring-context-support,54,444,112,0.12,0.48,0.48
org.apache.logging.log4j:log4j-core,org.springframework:spring-webmvc,34,276,190,0.12,0.18,0.18
org.apache.httpcomponents:httpcore,org.apache.httpcomponents:httpmime,51,203,103,0.25,0.5,0.5
com.alibaba:druid,com.sun.xml.bind:jaxb-impl,3,109,113,0.03,0.03,0.03
io.dropwizard.metrics:metrics-core,org.apache.httpcomponents:httpcore,40,113,203,0.35,0.2,0.35
org.openjdk.jmh:jmh-generator-annprocess,org.quartz-scheduler:quartz,8,138,101,0.06,0.08,0.08
javax.xml.bind:jaxb-api,org.apache.maven.plugin-tools:maven-plugin-annotations,27,217,160,0.12,0.17,0.17
javax.xml.bind:jaxb-api,org.apache.poi:poi,16,217,103,0.07,0.16,0.16
org.hsqldb:hsqldb,org.openjdk.jmh:jmh-core,12,134,147,0.09,0.08,0.09
commons-fileupload:commons-fileupload,org.hibernate:hibernate-core,42,181,139,0.23,0.3,0.3
org.freemarker:freemarker,org.projectlombok:lombok,31,106,338,0.29,0.09,0.29
org.apache.poi:poi-ooxml,org.springframework:spring-tx,13,106,117,0.12,0.11,0.12
com.h2database:h2,commons-beanutils:commons-beanutils,66,262,213,0.25,0.31,0.31
org.apache.commons:commons-collections4,org.codehaus.plexus:plexus-utils,15,154,106,0.1,0.14,0.14
io.netty:netty-all,org.apache.commons:commons-collections4,27,167,154,0.16,0.18,0.18
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.google.code.gson:gson,37,102,473,0.36,0.08,0.36
commons-cli:commons-cli,org.bouncycastle:bcprov-jdk15on,41,283,141,0.14,0.29,0.29
com.alibaba:fastjson,org.springframework:spring-web,36,253,207,0.14,0.17,0.17
commons-collections:commons-collections,org.hsqldb:hsqldb,32,214,134,0.15,0.24,0.24
commons-collections:commons-collections,javax.mail:mail,48,214,119,0.22,0.4,0.4
javax.annotation:javax.annotation-api,org.scala-lang:scala-library,23,185,131,0.12,0.18,0.18
javax.mail:mail,org.springframework:spring-context,45,119,311,0.38,0.14,0.38
org.apache.commons:commons-math3,org.codehaus.jackson:jackson-mapper-asl,22,140,111,0.16,0.2,0.2
org.apache.commons:commons-math3,org.apache.zookeeper:zookeeper,32,140,152,0.23,0.21,0.23
org.springframework:spring-tx,org.yaml:snakeyaml,16,117,196,0.14,0.08,0.14
org.aspectj:aspectjweaver,org.springframework:spring-jdbc,59,128,152,0.46,0.39,0.46
com.google.code.findbugs:jsr305,org.eclipse.jetty:jetty-webapp,30,230,121,0.13,0.25,0.25
ch.qos.logback:logback-classic,org.apache.commons:commons-compress,55,523,169,0.11,0.33,0.33
ch.qos.logback:logback-classic,org.mockito:mockito-core,207,523,678,0.4,0.31,0.4
commons-configuration:commons-configuration,org.scala-lang:scala-library,16,114,131,0.14,0.12,0.14
commons-configuration:commons-configuration,net.java.dev.jna:jna,14,114,123,0.12,0.11,0.12
commons-httpclient:commons-httpclient,org.codehaus.plexus:plexus-utils,7,105,106,0.07,0.07,0.07
com.squareup.okhttp3:okhttp,org.powermock:powermock-module-junit4,23,176,156,0.13,0.15,0.15
com.google.guava:guava,org.springframework:spring-context-support,63,884,112,0.07,0.56,0.56
javax.servlet:javax.servlet-api,org.slf4j:slf4j-log4j12,115,368,386,0.31,0.3,0.31
javax.validation:validation-api,junit:junit,98,138,1690,0.71,0.06,0.71
javax.inject:javax.inject,org.junit.jupiter:junit-jupiter-engine,17,126,246,0.13,0.07,0.13
org.apache.ant:ant,org.codehaus.plexus:plexus-utils,29,105,106,0.28,0.27,0.28
org.mybatis.spring.boot:mybatis-spring-boot-starter,redis.clients:jedis,21,118,131,0.18,0.16,0.18
commons-beanutils:commons-beanutils,org.codehaus.jackson:jackson-mapper-asl,33,213,111,0.15,0.3,0.3
org.apache.logging.log4j:log4j-slf4j-impl,org.springframework:spring-tx,18,180,117,0.1,0.15,0.15
com.google.inject:guice,org.hibernate:hibernate-validator,15,141,107,0.11,0.14,0.14
org.bouncycastle:bcpkix-jdk15on,redis.clients:jedis,7,115,131,0.06,0.05,0.06
org.apache.kafka:kafka-clients,org.freemarker:freemarker,9,117,106,0.08,0.08,0.08
org.junit.jupiter:junit-jupiter-engine,org.springframework:spring-aop,12,246,133,0.05,0.09,0.09
org.apache.curator:curator-recipes,org.freemarker:freemarker,6,105,106,0.06,0.06,0.06
org.apache.httpcomponents:httpcore,org.junit.jupiter:junit-jupiter-params,17,203,114,0.08,0.15,0.15
org.junit.jupiter:junit-jupiter,org.springframework:spring-web,12,110,207,0.11,0.06,0.11
com.alibaba:druid,org.assertj:assertj-core,7,109,329,0.06,0.02,0.06
io.dropwizard.metrics:metrics-core,org.testng:testng,24,113,209,0.21,0.11,0.21
io.springfox:springfox-swagger2,org.mockito:mockito-all,5,108,278,0.05,0.02,0.05
io.springfox:springfox-swagger2,org.easymock:easymock,6,108,136,0.06,0.04,0.06
org.projectlombok:lombok,org.springframework.boot:spring-boot-starter-web,42,338,108,0.12,0.39,0.39
org.hsqldb:hsqldb,org.springframework:spring-tx,27,134,117,0.2,0.23,0.23
org.assertj:assertj-core,org.scala-lang:scala-library,21,329,131,0.06,0.16,0.16
commons-fileupload:commons-fileupload,org.springframework:spring-webmvc,68,181,190,0.38,0.36,0.38
org.apache.httpcomponents:httpclient,org.springframework:spring-test,97,502,248,0.19,0.39,0.39
log4j:log4j,org.codehaus.jackson:jackson-mapper-asl,54,361,111,0.15,0.49,0.49
log4j:log4j,org.springframework:spring-core,83,361,249,0.23,0.33,0.33
org.apache.logging.log4j:log4j-api,org.scala-lang:scala-library,25,228,131,0.11,0.19,0.19
org.apache.logging.log4j:log4j-api,org.slf4j:slf4j-api,134,228,1022,0.59,0.13,0.59
commons-cli:commons-cli,javax.inject:javax.inject,24,283,126,0.08,0.19,0.19
com.alibaba:fastjson,com.google.code.findbugs:jsr305,10,253,230,0.04,0.04,0.04
com.alibaba:fastjson,org.mockito:mockito-all,13,253,278,0.05,0.05,0.05
commons-collections:commons-collections,org.apache.commons:commons-collections4,45,214,154,0.21,0.29,0.29
javax.annotation:javax.annotation-api,org.slf4j:jul-to-slf4j,26,185,111,0.14,0.23,0.23
org.apache.commons:commons-math3,org.apache.hadoop:hadoop-common,32,140,107,0.23,0.3,0.3
commons-logging:commons-logging,org.apache.logging.log4j:log4j-slf4j-impl,40,287,180,0.14,0.22,0.22
org.aspectj:aspectjweaver,org.hibernate:hibernate-validator,30,128,107,0.23,0.28,0.28
com.google.code.findbugs:jsr305,org.yaml:snakeyaml,43,230,196,0.19,0.22,0.22
org.jsoup:jsoup,org.springframework:spring-context,31,180,311,0.17,0.1,0.17
commons-configuration:commons-configuration,org.apache.commons:commons-collections4,29,114,154,0.25,0.19,0.25
javax.ws.rs:javax.ws.rs-api,org.jsoup:jsoup,14,113,180,0.12,0.08,0.12
org.apache.httpcomponents:httpmime,org.eclipse.jetty:jetty-server,30,103,197,0.29,0.15,0.29
com.fasterxml.jackson.core:jackson-databind,org.json:json,72,616,182,0.12,0.4,0.4
com.fasterxml.jackson.core:jackson-annotations,org.springframework.boot:spring-boot-starter-web,38,319,108,0.12,0.35,0.35
commons-beanutils:commons-beanutils,org.apache.httpcomponents:httpmime,22,213,103,0.1,0.21,0.21
com.fasterxml.jackson.core:jackson-core,org.awaitility:awaitility,33,389,114,0.08,0.29,0.29
org.eclipse.jetty:jetty-servlet,org.yaml:snakeyaml,33,146,196,0.23,0.17,0.23
org.mockito:mockito-all,org.slf4j:slf4j-simple,44,278,291,0.16,0.15,0.16
org.apache.kafka:kafka-clients,org.javassist:javassist,21,117,157,0.18,0.13,0.18
org.apache.logging.log4j:log4j-core,org.powermock:powermock-module-junit4,37,276,156,0.13,0.24,0.24
org.apache.logging.log4j:log4j-core,org.postgresql:postgresql,51,276,177,0.18,0.29,0.29
org.easymock:easymock,org.postgresql:postgresql,14,136,177,0.1,0.08,0.1
org.easymock:easymock,org.hamcrest:hamcrest-core,25,136,159,0.18,0.16,0.18
com.alibaba:druid,commons-httpclient:commons-httpclient,16,109,105,0.15,0.15,0.15
io.dropwizard.metrics:metrics-core,org.mockito:mockito-core,70,113,678,0.62,0.1,0.62
org.apache.maven:maven-plugin-api,org.eclipse.jetty:jetty-server,30,193,197,0.16,0.15,0.16
org.hamcrest:hamcrest,org.mockito:mockito-all,7,114,278,0.06,0.03,0.06
javax.xml.bind:jaxb-api,org.testng:testng,30,217,209,0.14,0.14,0.14
javax.xml.bind:jaxb-api,org.yaml:snakeyaml,41,217,196,0.19,0.21,0.21
org.json:json,org.junit.jupiter:junit-jupiter-params,11,182,114,0.06,0.1,0.1
org.assertj:assertj-core,org.yaml:snakeyaml,41,329,196,0.12,0.21,0.21
commons-fileupload:commons-fileupload,org.openjdk.jmh:jmh-generator-annprocess,4,181,138,0.02,0.03,0.03
javax.servlet:servlet-api,org.apache.maven.plugin-tools:maven-plugin-annotations,20,196,160,0.1,0.13,0.13
com.h2database:h2,commons-cli:commons-cli,44,262,283,0.17,0.16,0.17
org.apache.commons:commons-collections4,org.slf4j:slf4j-api,93,154,1022,0.6,0.09,0.6
org.apache.commons:commons-compress,org.springframework:spring-beans,27,169,184,0.16,0.15,0.16
com.zaxxer:HikariCP,org.openjdk.jmh:jmh-core,15,106,147,0.14,0.1,0.14
commons-cli:commons-cli,org.slf4j:slf4j-log4j12,101,283,386,0.36,0.26,0.36
com.alibaba:fastjson,io.springfox:springfox-swagger2,46,253,108,0.18,0.43,0.43
javax.annotation:javax.annotation-api,org.bouncycastle:bcprov-jdk15on,25,185,141,0.14,0.18,0.18
org.codehaus.jackson:jackson-mapper-asl,org.slf4j:slf4j-api,73,111,1022,0.66,0.07,0.66
org.apache.commons:commons-lang3,org.assertj:assertj-core,117,742,329,0.16,0.36,0.36
org.apache.commons:commons-lang3,org.mybatis.spring.boot:mybatis-spring-boot-starter,53,742,118,0.07,0.45,0.45
org.apache.zookeeper:zookeeper,org.hamcrest:hamcrest-core,17,152,159,0.11,0.11,0.11
org.awaitility:awaitility,org.hamcrest:hamcrest-core,13,114,159,0.11,0.08,0.11
com.google.code.findbugs:jsr305,org.junit.jupiter:junit-jupiter,15,230,110,0.07,0.14,0.14
ch.qos.logback:logback-classic,io.netty:netty-all,66,523,167,0.13,0.4,0.4
commons-configuration:commons-configuration,io.springfox:springfox-swagger2,16,114,108,0.14,0.15,0.15
org.slf4j:jul-to-slf4j,org.springframework:spring-context-support,15,111,112,0.14,0.13,0.14
com.fasterxml.jackson.core:jackson-annotations,org.assertj:assertj-core,50,319,329,0.16,0.15,0.16
org.apache.ant:ant,org.apache.commons:commons-compress,24,105,169,0.23,0.14,0.23
org.hamcrest:hamcrest-core,org.openjdk.jmh:jmh-core,18,159,147,0.11,0.12,0.12
