dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.junit.jupiter:junit-jupiter-api,redis.clients:jedis,14,203,131,0.07,0.11,0.11
org.apache.poi:poi,org.javassist:javassist,21,103,157,0.2,0.13,0.2
org.apache.curator:curator-recipes,org.hibernate:hibernate-validator,8,105,107,0.08,0.07,0.08
com.google.code.gson:gson,org.hibernate:hibernate-core,42,473,139,0.09,0.3,0.3
com.alibaba:druid,org.junit.jupiter:junit-jupiter-api,6,109,203,0.06,0.03,0.06
org.apache.maven:maven-plugin-api,org.aspectj:aspectjweaver,13,193,128,0.07,0.1,0.1
org.apache.maven:maven-plugin-api,org.junit.jupiter:junit-jupiter-api,23,193,203,0.12,0.11,0.12
org.assertj:assertj-core,org.springframework:spring-context-support,20,329,112,0.06,0.18,0.18
commons-fileupload:commons-fileupload,org.testng:testng,22,181,209,0.12,0.11,0.12
commons-fileupload:commons-fileupload,junit:junit,132,181,1690,0.73,0.08,0.73
javax.servlet:servlet-api,org.apache.commons:commons-lang3,72,196,742,0.37,0.1,0.37
com.h2database:h2,org.apache.hadoop:hadoop-common,22,262,107,0.08,0.21,0.21
org.apache.logging.log4j:log4j-api,org.slf4j:jul-to-slf4j,18,228,111,0.08,0.16,0.16
org.hamcrest:hamcrest-library,org.openjdk.jmh:jmh-core,21,171,147,0.12,0.14,0.14
commons-collections:commons-collections,org.apache.commons:commons-text,29,214,136,0.14,0.21,0.21
commons-collections:commons-collections,org.openjdk.jmh:jmh-core,12,214,147,0.06,0.08,0.08
commons-collections:commons-collections,org.apache.logging.log4j:log4j-core,44,214,276,0.21,0.16,0.21
javax.mail:mail,org.apache.poi:poi,26,119,103,0.22,0.25,0.25
commons-logging:commons-logging,org.mockito:mockito-all,57,287,278,0.2,0.21,0.21
commons-logging:commons-logging,javax.xml.bind:jaxb-api,65,287,217,0.23,0.3,0.3
ch.qos.logback:logback-classic,org.springframework:spring-tx,51,523,117,0.1,0.44,0.44
org.mockito:mockito-core,org.testng:testng,84,678,209,0.12,0.4,0.4
org.apache.httpcomponents:httpmime,org.junit.jupiter:junit-jupiter,7,103,110,0.07,0.06,0.07
commons-httpclient:commons-httpclient,org.eclipse.jetty:jetty-server,25,105,197,0.24,0.13,0.24
ch.qos.logback:logback-core,org.eclipse.jetty:jetty-servlet,19,165,146,0.12,0.13,0.13
com.google.guava:guava,org.aspectj:aspectjweaver,63,884,128,0.07,0.49,0.49
javax.validation:validation-api,org.apache.logging.log4j:log4j-api,23,138,228,0.17,0.1,0.17
javax.validation:validation-api,org.apache.commons:commons-lang3,76,138,742,0.55,0.1,0.55
javax.inject:javax.inject,org.apache.commons:commons-lang3,56,126,742,0.44,0.08,0.44
org.slf4j:slf4j-log4j12,org.springframework:spring-core,102,386,249,0.26,0.41,0.41
commons-beanutils:commons-beanutils,org.apache.kafka:kafka-clients,30,213,117,0.14,0.26,0.26
com.sun.xml.bind:jaxb-impl,org.junit.jupiter:junit-jupiter-api,20,113,203,0.18,0.1,0.18
joda-time:joda-time,org.apache.commons:commons-compress,49,274,169,0.18,0.29,0.29
org.glassfish.jaxb:jaxb-runtime,org.projectlombok:lombok,13,108,338,0.12,0.04,0.12
org.apache.logging.log4j:log4j-core,org.springframework.boot:spring-boot-starter-web,25,276,108,0.09,0.23,0.23
org.junit.jupiter:junit-jupiter-engine,org.ow2.asm:asm,19,246,132,0.08,0.14,0.14
mysql:mysql-connector-java,org.slf4j:jcl-over-slf4j,67,406,220,0.17,0.3,0.3
mysql:mysql-connector-java,org.apache.httpcomponents:httpclient,145,406,502,0.36,0.29,0.36
com.google.code.gson:gson,org.javassist:javassist,50,473,157,0.11,0.32,0.32
org.apache.httpcomponents:httpcore,org.junit.jupiter:junit-jupiter,15,203,110,0.07,0.14,0.14
com.alibaba:druid,org.springframework:spring-context,36,109,311,0.33,0.12,0.33
com.alibaba:druid,javax.annotation:javax.annotation-api,11,109,185,0.1,0.06,0.1
io.dropwizard.metrics:metrics-core,io.springfox:springfox-swagger2,4,113,108,0.04,0.04,0.04
org.slf4j:slf4j-api,org.slf4j:slf4j-log4j12,316,1022,386,0.31,0.82,0.82
io.springfox:springfox-swagger2,org.reflections:reflections,11,108,130,0.1,0.08,0.1
org.bouncycastle:bcprov-jdk15on,org.junit.jupiter:junit-jupiter-params,14,141,114,0.1,0.12,0.12
org.apache.poi:poi-ooxml,org.springframework:spring-web,24,106,207,0.23,0.12,0.23
com.h2database:h2,org.slf4j:slf4j-simple,44,262,291,0.17,0.15,0.17
org.apache.commons:commons-collections4,org.hamcrest:hamcrest-library,14,154,171,0.09,0.08,0.09
io.netty:netty-all,org.hamcrest:hamcrest-core,17,167,159,0.1,0.11,0.11
com.zaxxer:HikariCP,org.junit.jupiter:junit-jupiter,3,106,110,0.03,0.03,0.03
com.alibaba:fastjson,com.google.guava:guava,117,253,884,0.46,0.13,0.46
com.alibaba:fastjson,org.reflections:reflections,16,253,130,0.06,0.12,0.12
javax.annotation:javax.annotation-api,org.apache.logging.log4j:log4j-api,35,185,228,0.19,0.15,0.19
org.apache.commons:commons-math3,org.springframework:spring-context,18,140,311,0.13,0.06,0.13
commons-logging:commons-logging,org.projectlombok:lombok,37,287,338,0.13,0.11,0.13
org.aspectj:aspectjweaver,org.junit.jupiter:junit-jupiter-api,17,128,203,0.13,0.08,0.13
org.apache.zookeeper:zookeeper,org.assertj:assertj-core,23,152,329,0.15,0.07,0.15
com.google.code.findbugs:jsr305,org.jsoup:jsoup,23,230,180,0.1,0.13,0.13
ch.qos.logback:logback-classic,org.eclipse.jetty:jetty-server,65,523,197,0.12,0.33,0.33
com.squareup.okhttp3:okhttp,io.dropwizard.metrics:metrics-core,21,176,113,0.12,0.19,0.19
ch.qos.logback:logback-core,org.springframework:spring-tx,24,165,117,0.15,0.21,0.21
com.google.guava:guava,org.springframework:spring-test,124,884,248,0.14,0.5,0.5
javax.servlet:javax.servlet-api,redis.clients:jedis,42,368,131,0.11,0.32,0.32
javax.validation:validation-api,org.hsqldb:hsqldb,24,138,134,0.17,0.18,0.18
org.codehaus.plexus:plexus-utils,org.hamcrest:hamcrest,10,106,114,0.09,0.09,0.09
javax.inject:javax.inject,org.scala-lang:scala-library,15,126,131,0.12,0.11,0.12
commons-beanutils:commons-beanutils,org.glassfish.jaxb:jaxb-runtime,28,213,108,0.13,0.26,0.26
com.fasterxml.jackson.core:jackson-core,org.hamcrest:hamcrest-library,45,389,171,0.12,0.26,0.26
com.sun.xml.bind:jaxb-impl,net.java.dev.jna:jna,12,113,123,0.11,0.1,0.11
com.sun.xml.bind:jaxb-impl,io.dropwizard.metrics:metrics-core,15,113,113,0.13,0.13,0.13
org.eclipse.jetty:jetty-servlet,org.springframework:spring-tx,16,146,117,0.11,0.14,0.14
com.google.protobuf:protobuf-java,log4j:log4j,58,191,361,0.3,0.16,0.3
com.google.inject:guice,redis.clients:jedis,14,141,131,0.1,0.11,0.11
org.bouncycastle:bcpkix-jdk15on,org.springframework:spring-jdbc,6,115,152,0.05,0.04,0.05
org.bouncycastle:bcpkix-jdk15on,org.quartz-scheduler:quartz,12,115,101,0.1,0.12,0.12
joda-time:joda-time,org.mockito:mockito-all,55,274,278,0.2,0.2,0.2
org.apache.kafka:kafka-clients,org.slf4j:jcl-over-slf4j,20,117,220,0.17,0.09,0.17
commons-codec:commons-codec,org.testng:testng,61,444,209,0.14,0.29,0.29
org.apache.logging.log4j:log4j-core,org.apache.maven.plugin-tools:maven-plugin-annotations,16,276,160,0.06,0.1,0.1
org.apache.logging.log4j:log4j-core,org.apache.logging.log4j:log4j-slf4j-impl,155,276,180,0.56,0.86,0.86
org.apache.logging.log4j:log4j-core,org.springframework:spring-test,50,276,248,0.18,0.2,0.2
commons-lang:commons-lang,org.reflections:reflections,34,338,130,0.1,0.26,0.26
mysql:mysql-connector-java,org.junit.jupiter:junit-jupiter-api,31,406,203,0.08,0.15,0.15
com.google.code.gson:gson,org.freemarker:freemarker,36,473,106,0.08,0.34,0.34
org.apache.maven:maven-plugin-api,org.mockito:mockito-core,73,193,678,0.38,0.11,0.38
io.springfox:springfox-swagger2,org.apache.commons:commons-lang3,53,108,742,0.49,0.07,0.49
org.bouncycastle:bcprov-jdk15on,org.yaml:snakeyaml,18,141,196,0.13,0.09,0.13
org.hsqldb:hsqldb,org.scala-lang:scala-library,14,134,131,0.1,0.11,0.11
org.assertj:assertj-core,org.codehaus.plexus:plexus-utils,24,329,106,0.07,0.23,0.23
org.apache.poi:poi-ooxml,org.hibernate:hibernate-validator,14,106,107,0.13,0.13,0.13
com.h2database:h2,org.slf4j:jcl-over-slf4j,60,262,220,0.23,0.27,0.27
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.eclipse.jetty:jetty-server,27,102,197,0.26,0.14,0.26
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.codehaus.plexus:plexus-utils,13,102,106,0.13,0.12,0.13
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.springframework:spring-aop,11,102,133,0.11,0.08,0.11
commons-collections:commons-collections,org.apache.logging.log4j:log4j-api,43,214,228,0.2,0.19,0.2
commons-collections:commons-collections,org.scala-lang:scala-library,31,214,131,0.14,0.24,0.24
javax.annotation:javax.annotation-api,org.apache.hadoop:hadoop-common,17,185,107,0.09,0.16,0.16
javax.mail:mail,org.hibernate:hibernate-core,29,119,139,0.24,0.21,0.24
org.aspectj:aspectjweaver,org.ow2.asm:asm,14,128,132,0.11,0.11,0.11
org.aspectj:aspectjweaver,org.hamcrest:hamcrest-core,16,128,159,0.13,0.1,0.13
org.eclipse.jetty:jetty-webapp,org.scala-lang:scala-library,25,121,131,0.21,0.19,0.21
org.apache.zookeeper:zookeeper,org.bouncycastle:bcpkix-jdk15on,16,152,115,0.11,0.14,0.14
org.jsoup:jsoup,org.springframework:spring-web,28,180,207,0.16,0.14,0.16
ch.qos.logback:logback-classic,org.springframework.boot:spring-boot-starter-web,50,523,108,0.1,0.46,0.46
commons-configuration:commons-configuration,org.apache.httpcomponents:httpclient,60,114,502,0.53,0.12,0.53
org.hamcrest:hamcrest-all,org.springframework:spring-aop,14,177,133,0.08,0.11,0.11
com.fasterxml.jackson.core:jackson-databind,javax.mail:mail,59,616,119,0.1,0.5,0.5
com.squareup.okhttp3:okhttp,org.hamcrest:hamcrest-library,13,176,171,0.07,0.08,0.08
ch.qos.logback:logback-core,org.assertj:assertj-core,35,165,329,0.21,0.11,0.21
ch.qos.logback:logback-core,commons-collections:commons-collections,28,165,214,0.17,0.13,0.17
com.google.guava:guava,net.java.dev.jna:jna,58,884,123,0.07,0.47,0.47
javax.inject:javax.inject,org.springframework:spring-core,29,126,249,0.23,0.12,0.23
org.mybatis.spring.boot:mybatis-spring-boot-starter,org.reflections:reflections,8,118,130,0.07,0.06,0.07
com.sun.xml.bind:jaxb-impl,commons-io:commons-io,71,113,785,0.63,0.09,0.63
org.eclipse.jetty:jetty-servlet,org.javassist:javassist,29,146,157,0.2,0.18,0.2
com.google.protobuf:protobuf-java,org.springframework:spring-beans,19,191,184,0.1,0.1,0.1
com.google.protobuf:protobuf-java,org.slf4j:jul-to-slf4j,22,191,111,0.12,0.2,0.2
com.google.inject:guice,org.apache.logging.log4j:log4j-api,14,141,228,0.1,0.06,0.1
com.google.inject:guice,org.powermock:powermock-module-junit4,30,141,156,0.21,0.19,0.21
com.google.inject:guice,org.postgresql:postgresql,20,141,177,0.14,0.11,0.14
joda-time:joda-time,org.springframework:spring-aop,36,274,133,0.13,0.27,0.27
commons-lang:commons-lang,org.openjdk.jmh:jmh-core,24,338,147,0.07,0.16,0.16
commons-lang:commons-lang,javax.inject:javax.inject,35,338,126,0.1,0.28,0.28
mysql:mysql-connector-java,org.apache.commons:commons-lang3,197,406,742,0.49,0.27,0.49
mysql:mysql-connector-java,org.junit.jupiter:junit-jupiter-engine,30,406,246,0.07,0.12,0.12
org.apache.hadoop:hadoop-common,org.junit.jupiter:junit-jupiter-engine,12,107,246,0.11,0.05,0.11
io.dropwizard.metrics:metrics-core,org.json:json,19,113,182,0.17,0.1,0.17
org.apache.maven:maven-plugin-api,org.quartz-scheduler:quartz,11,193,101,0.06,0.11,0.11
org.apache.maven:maven-plugin-api,org.hamcrest:hamcrest,15,193,114,0.08,0.13,0.13
io.springfox:springfox-swagger2,org.apache.poi:poi-ooxml,17,108,106,0.16,0.16,0.16
javax.xml.bind:jaxb-api,org.hamcrest:hamcrest-all,30,217,177,0.14,0.17,0.17
javax.xml.bind:jaxb-api,org.apache.commons:commons-text,39,217,136,0.18,0.29,0.29
org.hsqldb:hsqldb,org.springframework:spring-core,43,134,249,0.32,0.17,0.32
org.assertj:assertj-core,org.hsqldb:hsqldb,28,329,134,0.09,0.21,0.21
org.apache.poi:poi-ooxml,redis.clients:jedis,15,106,131,0.14,0.11,0.14
com.h2database:h2,org.codehaus.jackson:jackson-mapper-asl,22,262,111,0.08,0.2,0.2
com.h2database:h2,javax.inject:javax.inject,30,262,126,0.11,0.24,0.24
com.h2database:h2,org.junit.jupiter:junit-jupiter-engine,36,262,246,0.14,0.15,0.15
org.apache.commons:commons-collections4,org.junit.jupiter:junit-jupiter-api,20,154,203,0.13,0.1,0.13
io.netty:netty-all,org.assertj:assertj-core,29,167,329,0.17,0.09,0.17
commons-cli:commons-cli,commons-collections:commons-collections,73,283,214,0.26,0.34,0.34
com.alibaba:fastjson,org.postgresql:postgresql,23,253,177,0.09,0.13,0.13
javax.annotation:javax.annotation-api,org.apache.httpcomponents:httpcore,48,185,203,0.26,0.24,0.26
javax.mail:mail,org.apache.ant:ant,14,119,105,0.12,0.13,0.13
javax.mail:mail,org.apache.maven:maven-core,11,119,136,0.09,0.08,0.09
org.apache.commons:commons-math3,org.hamcrest:hamcrest-all,17,140,177,0.12,0.1,0.12
org.apache.commons:commons-math3,org.junit.jupiter:junit-jupiter-engine,25,140,246,0.18,0.1,0.18
org.awaitility:awaitility,org.codehaus.plexus:plexus-utils,5,114,106,0.04,0.05,0.05
com.google.code.findbugs:jsr305,org.slf4j:slf4j-api,144,230,1022,0.63,0.14,0.63
org.jsoup:jsoup,org.openjdk.jmh:jmh-generator-annprocess,10,180,138,0.06,0.07,0.07
ch.qos.logback:logback-classic,redis.clients:jedis,52,523,131,0.1,0.4,0.4
com.fasterxml.jackson.core:jackson-databind,org.hibernate:hibernate-validator,55,616,107,0.09,0.51,0.51
com.squareup.okhttp3:okhttp,org.mockito:mockito-core,69,176,678,0.39,0.1,0.39
ch.qos.logback:logback-core,io.netty:netty-all,37,165,167,0.22,0.22,0.22
org.apache.maven.plugin-tools:maven-plugin-annotations,org.hamcrest:hamcrest-core,18,160,159,0.11,0.11,0.11
javax.validation:validation-api,org.projectlombok:lombok,36,138,338,0.26,0.11,0.26
org.codehaus.plexus:plexus-utils,org.springframework:spring-beans,20,106,184,0.19,0.11,0.19
org.hamcrest:hamcrest-core,org.hibernate:hibernate-core,24,159,139,0.15,0.17,0.17
com.google.inject:guice,commons-codec:commons-codec,53,141,444,0.38,0.12,0.38
com.google.inject:guice,org.apache.logging.log4j:log4j-core,17,141,276,0.12,0.06,0.12
com.google.inject:guice,org.slf4j:slf4j-api,98,141,1022,0.7,0.1,0.7
org.bouncycastle:bcpkix-jdk15on,org.scala-lang:scala-library,13,115,131,0.11,0.1,0.11
org.apache.poi:poi,org.assertj:assertj-core,10,103,329,0.1,0.03,0.1
com.googlecode.json-simple:json-simple,org.springframework:spring-core,19,119,249,0.16,0.08,0.16
org.apache.kafka:kafka-clients,org.mockito:mockito-all,18,117,278,0.15,0.06,0.15
org.apache.logging.log4j:log4j-core,org.quartz-scheduler:quartz,28,276,101,0.1,0.28,0.28
commons-lang:commons-lang,org.springframework.boot:spring-boot-starter-web,16,338,108,0.05,0.15,0.15
org.apache.curator:curator-recipes,org.javassist:javassist,19,105,157,0.18,0.12,0.18
org.apache.curator:curator-recipes,org.springframework.boot:spring-boot-starter-web,22,105,108,0.21,0.2,0.21
com.google.code.gson:gson,org.springframework:spring-beans,54,473,184,0.11,0.29,0.29
org.apache.httpcomponents:httpcore,org.javassist:javassist,45,203,157,0.22,0.29,0.29
net.java.dev.jna:jna,org.hibernate:hibernate-validator,7,123,107,0.06,0.07,0.07
io.dropwizard.metrics:metrics-core,org.apache.maven:maven-plugin-api,15,113,193,0.13,0.08,0.13
org.apache.maven:maven-core,org.springframework:spring-context,21,136,311,0.15,0.07,0.15
org.apache.maven:maven-core,org.springframework:spring-webmvc,11,136,190,0.08,0.06,0.08
org.openjdk.jmh:jmh-generator-annprocess,org.springframework:spring-tx,7,138,117,0.05,0.06,0.06
org.hsqldb:hsqldb,org.projectlombok:lombok,23,134,338,0.17,0.07,0.17
org.assertj:assertj-core,org.springframework:spring-web,30,329,207,0.09,0.14,0.14
javax.servlet:servlet-api,org.junit.jupiter:junit-jupiter-api,18,196,203,0.09,0.09,0.09
org.apache.commons:commons-collections4,org.apache.zookeeper:zookeeper,21,154,152,0.14,0.14,0.14
io.netty:netty-all,javax.xml.bind:jaxb-api,27,167,217,0.16,0.12,0.16
com.zaxxer:HikariCP,javax.servlet:javax.servlet-api,35,106,368,0.33,0.1,0.33
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.awaitility:awaitility,18,102,114,0.18,0.16,0.18
commons-cli:commons-cli,org.hamcrest:hamcrest-library,32,283,171,0.11,0.19,0.19
commons-cli:commons-cli,org.mockito:mockito-core,114,283,678,0.4,0.17,0.4
commons-cli:commons-cli,org.apache.poi:poi,22,283,103,0.08,0.21,0.21
commons-collections:commons-collections,org.projectlombok:lombok,30,214,338,0.14,0.09,0.14
javax.annotation:javax.annotation-api,org.springframework:spring-context-support,20,185,112,0.11,0.18,0.18
commons-logging:commons-logging,org.assertj:assertj-core,40,287,329,0.14,0.12,0.14
org.aspectj:aspectjweaver,org.powermock:powermock-module-junit4,15,128,156,0.12,0.1,0.12
org.apache.commons:commons-lang3,org.hibernate:hibernate-validator,55,742,107,0.07,0.51,0.51
org.eclipse.jetty:jetty-webapp,org.hamcrest:hamcrest,18,121,114,0.15,0.16,0.16
org.awaitility:awaitility,org.springframework:spring-web,12,114,207,0.11,0.06,0.11
commons-httpclient:commons-httpclient,javax.servlet:javax.servlet-api,34,105,368,0.32,0.09,0.32
com.fasterxml.jackson.core:jackson-databind,org.apache.poi:poi,45,616,103,0.07,0.44,0.44
com.squareup.okhttp3:okhttp,org.apache.logging.log4j:log4j-api,41,176,228,0.23,0.18,0.23
javax.validation:validation-api,log4j:log4j,30,138,361,0.22,0.08,0.22
javax.validation:validation-api,org.powermock:powermock-module-junit4,11,138,156,0.08,0.07,0.08
javax.validation:validation-api,org.apache.zookeeper:zookeeper,18,138,152,0.13,0.12,0.13
org.codehaus.plexus:plexus-utils,org.slf4j:jcl-over-slf4j,19,106,220,0.18,0.09,0.18
org.codehaus.plexus:plexus-utils,org.easymock:easymock,15,106,136,0.14,0.11,0.14
javax.inject:javax.inject,mysql:mysql-connector-java,33,126,406,0.26,0.08,0.26
org.apache.ant:ant,org.postgresql:postgresql,17,105,177,0.16,0.1,0.16
org.apache.ant:ant,org.apache.httpcomponents:httpcore,20,105,203,0.19,0.1,0.19
commons-beanutils:commons-beanutils,javax.validation:validation-api,37,213,138,0.17,0.27,0.27
commons-beanutils:commons-beanutils,org.codehaus.plexus:plexus-utils,20,213,106,0.09,0.19,0.19
org.eclipse.jetty:jetty-servlet,org.json:json,22,146,182,0.15,0.12,0.15
com.google.protobuf:protobuf-java,commons-codec:commons-codec,80,191,444,0.42,0.18,0.42
com.googlecode.json-simple:json-simple,org.eclipse.jetty:jetty-webapp,18,119,121,0.15,0.15,0.15
org.apache.kafka:kafka-clients,org.springframework:spring-tx,14,117,117,0.12,0.12,0.12
org.apache.logging.log4j:log4j-core,org.yaml:snakeyaml,56,276,196,0.2,0.29,0.29
org.junit.jupiter:junit-jupiter-engine,org.mybatis.spring.boot:mybatis-spring-boot-starter,2,246,118,0.01,0.02,0.02
org.apache.hadoop:hadoop-common,org.bouncycastle:bcpkix-jdk15on,7,107,115,0.07,0.06,0.07
com.google.code.gson:gson,org.junit.jupiter:junit-jupiter,26,473,110,0.05,0.24,0.24
org.apache.httpcomponents:httpcore,org.freemarker:freemarker,20,203,106,0.1,0.19,0.19
org.apache.maven:maven-core,org.reflections:reflections,13,136,130,0.1,0.1,0.1
javax.servlet:servlet-api,org.openjdk.jmh:jmh-generator-annprocess,7,196,138,0.04,0.05,0.05
com.h2database:h2,org.hamcrest:hamcrest-core,32,262,159,0.12,0.2,0.2
org.apache.commons:commons-compress,org.springframework:spring-context-support,20,169,112,0.12,0.18,0.18
com.zaxxer:HikariCP,org.bouncycastle:bcpkix-jdk15on,10,106,115,0.09,0.09,0.09
org.junit.jupiter:junit-jupiter-params,org.springframework:spring-aop,7,114,133,0.06,0.05,0.06
org.hibernate:hibernate-validator,org.ow2.asm:asm,12,107,132,0.11,0.09,0.11
commons-collections:commons-collections,javax.servlet:javax.servlet-api,84,214,368,0.39,0.23,0.39
commons-collections:commons-collections,org.springframework:spring-webmvc,48,214,190,0.22,0.25,0.25
javax.mail:mail,org.hamcrest:hamcrest-all,18,119,177,0.15,0.1,0.15
org.apache.commons:commons-math3,org.jsoup:jsoup,17,140,180,0.12,0.09,0.12
org.eclipse.jetty:jetty-webapp,org.openjdk.jmh:jmh-core,12,121,147,0.1,0.08,0.1
org.apache.zookeeper:zookeeper,org.slf4j:slf4j-log4j12,71,152,386,0.47,0.18,0.47
commons-configuration:commons-configuration,org.json:json,23,114,182,0.2,0.13,0.2
commons-httpclient:commons-httpclient,javax.annotation:javax.annotation-api,18,105,185,0.17,0.1,0.17
com.squareup.okhttp3:okhttp,commons-lang:commons-lang,33,176,338,0.19,0.1,0.19
com.squareup.okhttp3:okhttp,org.slf4j:slf4j-api,85,176,1022,0.48,0.08,0.48
com.fasterxml.jackson.core:jackson-annotations,com.google.code.findbugs:jsr305,73,319,230,0.23,0.32,0.32
org.apache.maven.plugin-tools:maven-plugin-annotations,org.eclipse.jetty:jetty-servlet,20,160,146,0.13,0.14,0.14
org.apache.maven.plugin-tools:maven-plugin-annotations,org.reflections:reflections,15,160,130,0.09,0.12,0.12
