dependency,count
org.keycloak:keycloak-saml-jetty94-adapter,1
org.seleniumhq.selenium:htmlunit-driver,12
org.eclipse.jetty.demos:demo-jndi-webapp,1
io.helidon.integrations.microstream:helidon-integrations-microstream-metrics,1
com.blazebit:blaze-persistence-entity-view-impl-jar,1
org.apache.sling:org.apache.sling.testing.sling-mock-oak,1
org.springframework.integration:spring-integration-ip,3
com.hubspot:BaragonWatcher,1
com.vip.pallas:pallas-search,1
com.navercorp.pinpoint:pinpoint-commons,1
net.sourceforge.mogwai:mogwai-layout,1
org.jboss.forge.addon:shell-spi,1
com.github.dozermapper:dozer-spring4,2
io.confluent.ksql:ksqldb-parser,1
org.apache.olingo:odata-server-api,3
org.teiid.connectors:translator-prestodb,1
org.webjars:explorercanvas,1
org.alfresco:alfresco-web-framework-commons,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.opennlp-model-ner-es-organization,1
org.dkpro.core:dkpro-core-commonscodec-asl,1
com.github.games647:changeskin.core,1
org.apache.maven.doxia:doxia-module-fo,1
org.apache.hive.hcatalog:hive-hcatalog-streaming,2
com.amazonaws:aws-xray-recorder-sdk-apache-http,1
io.thorntail:hystrix,1
org.knowm.xchange:xchange-deribit,1
org.openjdk.jmc:org.openjdk.jmc.console.persistence,2
org.hyperic.hq.plugin:db2-plugin,1
org.openimaj.storm.tools:core-storm-tool,1
pircbot:pircbot,2
org.apache.archiva.redback:redback-keys-jpa,1
org.apache.archiva.redback:redback-rest-services,1
io.prometheus:simpleclient_jetty,2
io.prometheus:simpleclient_log4j2,1
org.apache.cloudstack:cloud-plugin-network-elb,1
org.apache.cloudstack:cloud-plugin-planner-user-concentrated-pod,1
org.apache.cloudstack:cloud-plugin-user-authenticator-pbkdf2,1
com.cloudbees:extensibility,1
org.slf4j:log4j-to-slf4j,1
org.apache.skywalking:skywalking-management-receiver-plugin,1
com.baeldung.dddmodules.ordercontext:ordercontext,1
uk.org.webcompere:system-stubs-core,2
org.apache.beam:beam-examples-java,1
org.eclipse.jetty:jetty-unixsocket-http,1
io.katharsis:katharsis-jpa,1
org.openrdf.sesame:sesame-queryresultio-binary,1
net.onedaybeard.artemis:artemis-odb-weaver,1
org.carlspring.strongbox:strongbox-storage-nuget-layout-provider,1
io.quarkus:quarkus-reactive-messaging-http,1
org.structr:structr-ui,1
com.yahoo.hadoop:hadoop-test,1
com.vaadin:vaadin-karaf-bundle2,1
org.fusesource.scalate:scalate-wikitext,1
io.jpress:codegen,1
io.jpress:module-page-service-provider,1
io.confluent.parallelconsumer:parallel-consumer-vertx,1
com.googlecode.wicket-jquery-ui:wicket-kendo-ui,2
org.apache.servicecomb.saga.transports:transport-httpclient-spring,1
org.apache.servicecomb.saga.transports:transport-resttemplate,1
com.blazegraph:vocabularies,1
org.mule.module:mule-java-module,1
org.apache.ant:ant-jsch,4
org.cloudifysource:security,1
de.is24.common:appmon4j-core,1
io.hops:hadoop-archive-logs,1
org.wildfly.swarm:topology-jgroups-runtime,1
org.unicode.cldr:cldr-code,1
dev.jorel:commandapi-preprocessor,1
org.optaplanner:optaplanner-quarkus-jackson,1
streamflow:streamflow-engine,1
org.apache.samza:samza-kafka_2.11,1
org.opencastproject:opencast-mpeg7,1
org.webjars:requirejs-text,1
com.google.template:soy,1
maven-test:maven-test-d,1
maven-test:t04-a,1
org.modeshape:modeshape-connector-jdbc-metadata,1
org.tribuo:tribuo-classification-explanations,1
com.sonatype.insight.scan:insight-scanner-archive,1
com.navercorp.volleyextensions:volleyer,1
com.youlai:common-redis,1
org.openhab.addons.bundles:org.openhab.binding.adorne,1
org.openhab.addons.bundles:org.openhab.binding.meteoblue,1
ddf.action.core:action-core-impl,1
ddf.platform:security,1
ddf.security.claims:security-claims-attributequery,1
org.glassfish.main.admin:server-mgmt,1
org.glassfish.main.transaction:jts,1
com.jgoodies:validation,1
com.github.microsoft:TSS.Java,1
org.apache.guacamole:guacamole-auth-jdbc-postgresql,2
eu.amidst:examples,1
org.apache.cxf.services.xkms:cxf-services-xkms-client,1
org.cometd.java:cometd-java-client-http-jetty,1
org.apache.ignite:ignite-opencensus,1
ProtocolLib:ProtocolLib,1
org.apache.thrift:thrift,1
org.forgerock.openam:openam-auth-msisdn,1
jboss:jnp-client,1
org.jetlinks.community:device-manager,1
org.jetlinks.community:logging-manager,1
io.syndesis.connector:connector-email,1
org.apache.camel:camel-aws,1
com.freedomotic:freedomotic-restapi-interfaces,1
org.springframework.cloud:spring-cloud-gcp-data-firestore,1
org.wicketstuff:wicket-osgi-test-service,1
org.eclipse:core-runtime,1
net.laoyeye.yyblog:qq-connect,1
fish.payara.server.internal.payara-appserver-modules:notification-jms-core,1
browserlauncher2:browserlauncher2,1
org.apache.servicecomb:foundation-config,1
cn.stylefeng.roses:timer-spring-boot-starter,1
com.thinkbiganalytics.kylo:kylo-security-auth,1
com.thinkbiganalytics.kylo:kylo-service-monitor-api,1
javafx-packager:packager-jar,1
org.pentaho:pentaho-registry,1
de.mirkosertic.bytecoder:bytecoder.api,1
org.springframework.cloud.fn:wavefront-consumer,1
de.bananaco:bPermissions,1
pentaho:pentaho-s3-vfs,1
org.springframework.cloud:spring-cloud-cluster-autoconfigure,1
org.apache.helix:metrics-common,1
org.beryx:text-io,1
org.gridgain:jdk8-backport,1
org.wicketTutorial:CustomFormComponentPanel,1
com.github.os72:protobuf-dynamic,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-wado,1
com.hotels:waggle-dance-core,1
com.gazbert.bxbot:bxbot-core,1
org.xwiki.platform:xwiki-platform-security-authentication-script,1
org.xwiki.platform:xwiki-platform-store-api,1
com.amazonaws:aws-java-sdk-glue,4
org.apache.camel.quarkus:camel-quarkus-netty-deployment,1
org.apache.camel.quarkus:camel-quarkus-support-ahc,1
org.joda:joda-money,7
org.apache.avro:avro-ipc,8
org.apache.camel:camel-sjms,1
org.apache.cxf:cxf-rt-features-logging,10
org.infinispan:infinispan-scripting,1
org.wildfly.openssl:wildfly-openssl-windows-x86_64,1
org.locationtech.geowave:geowave-datastore-dynamodb,1
org.eclipse.jetty:jetty-maven-plugin,4
io.dropwizard:dropwizard-forms,4
org.twitter4j:twitter4j-core,24
slick-util:slick-util,1
com.github.vatbub:mslinks,1
org.openpreservation.jhove:jhove-modules,1
net.sourceforge.pmd:pmd-go,1
org.netbeans.api:org-openide-execution,2
com.tngtech.java:junit-dataprovider,7
org.apache.metamodel:MetaModel-mongodb-mongo3,1
org.geotools.xsd:gt-xsd-filter,1
com.hortonworks.registries:common-auth,3
ai.labs:migration-impl,1
commons-discovery:commons-discovery,16
org.eclipse.jgit:org.eclipse.jgit.http.apache,2
com.google.cloud:google-cloud-pubsublite,2
org.powermock:powermock-module-junit4-rule,6
com.evolveum.midpoint.model:workflow-impl,1
com.evolveum.midpoint.repo:security-enforcer-impl,1
org.ops4j.pax.exam:pax-exam-container-native,6
org.mobicents.sipunit:sipunit,1
org.restcomm:restcomm-connect.extension.api,1
com.aliyun:aliyun-java-sdk-cms,1
org.arquillian.container:arquillian-chameleon-junit-container-starter,1
org.apache.axis2:axis2-transport-local,1
org.keycloak.testsuite:integration-arquillian-util,1
org.eclipse.jetty.tests:jetty-http-tools,1
org.apache.oltu.oauth2:org.apache.oltu.oauth2.dynamicreg.client,1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-httpclient,3
org.webjars.bower:ng-prettyjson,1
com.github.dpaukov:combinatoricslib3,2
one.microstream:microstream-storage-embedded,2
org.tillerino.osu:tillerinobot-tests,1
org.apache.jclouds.provider:aws-sqs,1
org.apache.synapse:synapse-commons,2
org.wso2.carbon.mediation:org.wso2.carbon.mediation.library.stub,2
org.wikidata.wdtk:wdtk-wikibaseapi,2
org.apache.jena:jena-dboe-storage,1
it.ozimov:spring-boot-thymeleaf-email,1
org.odpi.egeria:asset-analysis-spring,1
org.odpi.egeria:data-manager-client,1
org.springframework.data:spring-data-geode-test,1
io.cdap.cdap:cdap-formats,1
com.navercorp.pinpoint:pinpoint-jboss-plugin,1
io.joynr.smrf.java:smrf-api,1
org.jboss.forge.addon:configuration,1
org.jboss.forge.addon:projects,1
org.apache.giraph:giraph-examples,2
org.apache.hop:hop-transform-gettablenames,1
org.glassfish.metro:webservices-api,2
com.google.mockwebserver:mockwebserver,3
org.eclipse.jkube:jkube-kit-config-resource,1
io.swagger.core.v3:swagger-integration,1
org.openehealth.ipf.platform-camel:ipf-platform-camel-core-legacy,1
com.atilika.kuromoji:kuromoji-ipadic,4
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-tagger-en-left3words-distsim,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.treetagger-model-tagger-sw-le,1
org.dkpro.core:dkpro-core-icu-asl,1
org.apache.geronimo.specs:geronimo-validation_1.1_spec,1
org.apache.maven.scm:maven-scm-provider-vss,1
org.apache.maven.plugins:maven-jxr-plugin,1
org.openjdk.jmc:org.openjdk.jmc.console.twitter,2
com.founder.fix.fixflow:fixflow-webapp-explorer,1
org.hyperic.hq:hq-api,1
org.fluentlenium:fluentlenium-core,3
com.atomikos:transactions-jms,3
de.flapdoodle.embedmongo:de.flapdoodle.embedmongo,1
org.apache.flink:flink-core,15
org.apache.geode:geode-core,3
org.eobjects.datacleaner:DataCleaner-http,1
org.eobjects.datacleaner:DataCleaner-value-distribution,1
org.jmock:jmock-script,1
org.eclipse.microprofile.apis:microprofile-fault-tolerance-api,1
org.apache.pinot:pinot-thrift,1
software.amazon.awssdk:annotations,2
io.airlift:jmx-http,2
org.apache.gora:gora-compiler-cli,1
org.wildfly:wildfly-arquillian-protocol-jmx,1
io.vertx:vertx-web-templ-mvel,1
org.jacoco:org.jacoco.agent.rt.test,1
org.eclipse.rdf4j:rdf4j-repository-event,2
com.github.warmuuh:milkman-auth,1
org.gagravarr:vorbis-java-core,1
org.jitsi:jitsi-packetlogging,1
org.apache.omid:omid-transaction-client,3
org.apache.hama:hama-ml,1
com.dtstack.flinkx:flinkx-connector-redis,1
io.vlingo.xoom:xoom-http,1
io.prestosql:presto-hive,1
io.quarkus:quarkus-enforcer-rules-smoketest-ext1-deployment,1
io.quarkus:quarkus-websockets-deployment,1
io.smallrye:smallrye-fault-tolerance,2
com.twelvemonkeys.imageio:imageio-metadata,4
org.springframework.integration:spring-integration-zip,1
org.wso2.carbon.identity.outbound.auth.google:org.wso2.carbon.identity.application.authenticator.google,1
org.apache.dubbo:dubbo-samples-chain-middle,1
com.github.yuanrw.im:user-status,1
org.wso2.carbon.mediation:org.wso2.carbon.proxyadmin.common,1
report.aggregate.nested:m2,1
com.plumelog:plumelog-lite-spring-boot-starter,1
com.oracle.oci.sdk:oci-java-sdk-addons-apache,1
com.oracle.oci.sdk:oci-java-sdk-apmconfig,1
com.oracle.oci.sdk:oci-java-sdk-loggingingestion,1
org.openrdf.sesame:sesame-store-testsuite,1
org.jboss.narayana.jts:jtax,1
org.dromara:hmily-dubbo,1
org.dromara:hmily-spring,1
org.jeecgframework.boot:jeecg-boot-base-tools,1
com.gwtext:gwtext,1
com.mycila:mycila-xmltool,1
org.sitemesh:sitemesh,3
org.wso2.carbon.devicemgt:org.wso2.carbon.apimgt.application.extension,1
org.forgerock.ce.openam:openam-auth-hotp,1
org.forgerock.openam:OpenFM,2
org.restlet.osgi:org.restlet.ext.json,1
io.loli.social:custom-spring-social-hibernate-jpa,1
org.apache.tomee:openejb-rest,1
maven-test:t10-a,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-event,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-query,1
org.sonatype.nexus:nexus-ssl,1
it.cnr.isti.hpc:dexter-tagme,1
com.manorrock.herring:herring,1
com.github.jasync-sql:jasync-mysql,1
com.jetdrone:yoke.engine.handlebars,1
com.camunda.consulting:springboot-customized-webapp-webjar,1
org.camunda.bpm.consulting:process-test-coverage,1
com.microsoft.azure:azure-mgmt-network,1
org.springframework.cloud:spring-cloud-bus,2
com.gwtplatform:gwtp-dispatch-rpc-server-spring,1
nl.lxtreme.ols.client:client.project,1
nl.lxtreme.ols.tool:base,1
com.lishid:orebfuscator-v1_13_R1,1
org.openhab.addons.bundles:org.openhab.binding.electroluxair,1
org.openhab.addons.bundles:org.openhab.binding.lgtvserial,1
ddf.catalog.transformer:catalog-transformer-metadata,1
com.mysql.connector:mxj,1
org.glassfish.core:kernel,2
org.glassfish.main.grizzly:grizzly-config,1
org.glassfish.main.web:web-core,1
com.hortonworks.streamline:streamline-authorizer,1
org.apache.syncope.core:syncope-core-persistence-jpa,2
com.qcadoo.mes:mes-plugins-basic-production-counting,1
org.springframework.data:spring-data-rest-hal-browser,1
org.apache.flink:flink-parquet,1
com.taobao.metamorphosis:metamorphosis-client-extension,1
com.ociweb:pronghorn,1
com.sun.xml.bind:jaxb1-impl,1
org.jboss.as:jboss-as-naming,1
it.unibz.inf.ontop:ontop-build,1
org.activiti:activiti-bpmn-model,1
essi-unidata:netcdf-java,1
it.geosolutions.imageio-ext:imageio-ext-gdalidrisi,1
org.sejda:sambox,1
com.gitee.koode:kooder-indexer,1
com.google.testparameterinjector:test-parameter-injector,2
org.verapdf:validation-model,1
ru.ydn.wicket.wicket-console:wicket-console,1
com.facebook.presto:presto-rcfile,1
fish.payara.server.internal.jdbc:jdbc-config-l10n,1
fish.payara.server.internal.packager:libpam4j-repackaged,1
org.hibernatespatial:hibernate-spatial-oracle,1
com.enterprisedt:edtftpj,3
org.pentaho.reporting.library:libformat,1
com.grinderwolf:slimeworldmanager-nms-v1_10_R1,1
com.thinkbiganalytics.kylo:kylo-feed-manager-nifi-cache-api,1
com.thinkbiganalytics.kylo:kylo-metadata-service-api,1
com.discordsrv:discordsrv,1
com.salesforce.argus:argus-core,1
org.safehaus.jug:jug-lgpl,2
org.springframework.cloud.fn:mongodb-consumer,1
com.hubspot.rosetta:RosettaJdbi3,1
org.apache.dubbo:dubbo-metadata-report-redis,1
com.atg.openssp:open-ssp-openrtb,1
org.graphfoundation.ongdb:ongdb-csv,1
com.sun.mail:dsn,1
org.rakam:rakam-spi,1
org.crashub:crash.connectors.telnet,2
org.springframework.cloud:spring-cloud-contract-spec-kotlin,1
com.github.wnameless:json-flattener,2
com.qcadoo.mes:mes-plugins-cat-numbers-in-negot,1
com.facebook.presto:presto-tpch,1
com.xiaojukeji.kafka:kafka-manager-web,1
org.xwiki.platform:xwiki-platform-mail-send-default,1
org.xwiki.platform:xwiki-platform-notifications-filters-watchlistbridge,1
org.springframework.boot:spring-boot-starter-security,23
org.joyqueue:joyqueue-retry-remote,1
com.vaadin:vaadin-app-layout-flow,1
org.hectorclient:hector-object-mapper,2
com.okta.spring:okta-spring-boot-integration-tests-common-servlet,1
org.apache.camel.quarkus:camel-quarkus-yaml-dsl,1
opensymphony:xwork,2
ca.uhn.hapi:hapi-structures-v26,4
org.apache.camel:camel-spring-batch,1
org.codehaus.mojo:exec-maven-plugin,2
org.eclipse.rdf4j:rdf4j-queryrender,4
org.infinispan:infinispan-security-integrationtests,1
org.jboss.xnio:xnio-api,5
org.sonarsource.sonarqube:sonar-plugin-api,18
indexed-tree-map:indexed-tree-map,1
com.jidesoft:jide-oss,1
org.tensorflow:tensorflow,6
io.github.majianzheng:demo-server,1
org.eclipse.persistence:org.eclipse.persistence.moxy,14
org.metaborg:org.metaborg.spoofax.core.uber,1
com.huaweicloud:esdk-obs-java,4
com.sdl:odata_common,1
org.jbehave:jbehave-spring,1
io.zipkin.brave:brave-instrumentation-jaxrs2,2
org.netbeans.api:org-netbeans-libs-lucene,2
org.netbeans.api:org-netbeans-modules-projectuiapi-base,5
io.airlift:testing,5
com.thimbleware.jmemcached:jmemcached-core,3
org.scify:JInsect,1
org.apache.shardingsphere.elasticjob:elasticjob-lite-spring-boot-starter,4
org.solovyev.android:android-common-samples,1
org.locationtech.geogig:geogig-serialization-flatbuffers,1
ai.labs:user-definition,1
org.jboss.resteasy:resteasy-guice,4
org.keycloak:keycloak-core,9
net.sf.jung:jung-api,7
org.apache.karaf.features:org.apache.karaf.features.core,3
org.apache.nifi:nifi-media-processors,1
org.jenkins-ci:task-reactor,2
org.apache.kylin:kylin-core-metadata,1
org.apache.kylin:kylin-metrics-reporter-kafka,1
org.eclipse.kapua:kapua-console-module-device,1
org.togglz:togglz-appengine,1
com.networknt:chaos-monkey,1
com.networknt:codegen-fwk,1
org.jpmml:jpmml-converter,1
edu.stanford.protege:org.protege.xmlcatalog,2
com.github.tommyettinger:anim8-gdx,1
org.wso2.carbon.deployment:org.wso2.carbon.aarservices.stub,3
co.elastic.apm:apm-agent-api,2
co.elastic.apm:apm-es-restclient-plugin-5_6,1
co.elastic.apm:apm-lettuce-plugin,1
com.hazelcast:hazelcast-azure,1
org.eclipse.collections:unit-tests-java8,1
org.janusgraph:janusgraph-cql,2
org.odpi.egeria:audit-log-file-connector,1
org.odpi.egeria:avro-file-connector,1
org.jenkins-ci.plugins:ansicolor,1
org.javamoney.moneta:moneta-convert,3
io.cdap.cdap:cdap-tms-tests,1
org.jboss.ejb3:jboss-ejb3-ext-api,2
com.android.tools.build:manifest-merger,1
org.jetbrains.kotlin:kotlin-stdlib-common,9
org.osgeo:proj4j,2
org.deeplearning4j:deeplearning4j-datasets,2
org.hawkular.metrics:hawkular-metrics-api-jaxrs,1
org.hawkular.metrics:hawkular-metrics-configuration-service,1
com.documents4j:documents4j-transformer-msoffice-word,1
com.google.apis:google-api-services-drive,6
org.apache.hop:hop-databases-exasol4,1
org.apache.hop:hop-transform-reservoirsampling,1
org.jclouds.common:trmk-common,1
org.gradle:gradle-native,1
org.openehealth.ipf.gazelle:ipf-gazelle-validation-profiles-pcd,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.rftagger-bin,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.sfst-model-morph-de-zmorge-orig-ca,1
de.tudarmstadt.ukp.dkpro.core:de.tudarmstadt.ukp.dkpro.core.stanfordnlp-model-parser-ar-sr,1
com.hccake:ballcat-spring-boot-starter-websocket,1
org.apache.openwebbeans:openwebbeans-ee-common,2
org.apache.eagle:eagle-audit-base,1
org.projectnessie:nessie-server-store,1
io.thorntail:monitor,1
org.openjdk.jmc:org.openjdk.jmc.console.ui,2
com.jslsolucoes:ojdbc6,1
org.apache.cloudstack:cloud-plugin-storage-allocator-random,1
org.apache.skywalking:skywalking-event-receiver-plugin,1
com.yiqiniu.easytrans:easytrans-rpc-dubbo-starter,1
eclipse-photon:org.eclipse.core.runtime,1
gradle.plugin.com.google.cloud.tools:jib-gradle-plugin,1
com.github.fge:uri-template,1
com.innoventsolutions.birt.runtime:org.eclipse.birt.runtime_4.8.0-20180626,1
io.helidon.security:helidon-security-integration-webserver,1
net.serenity-bdd:serenity-jira-requirements-provider,1
org.ahocorasick:ahocorasick,2
org.wso2.msf4j:msf4j-spring,1
ru.yandex.qatools.ashot:ashot,2
com.ibm.jbatch:com.ibm.jbatch-ri-spi,1
com.despegar:spark-test,1
com.google.cloud:google-cloud-firestore,2
com.google.cloud:google-cloud-storage-transfer,1
org.alluxio:alluxio-table-server-master,1
org.sonatype.sisu:sisu-guice,2
com.offbynull.coroutines:instrumenter,1
io.vertx:vertx-web-validation,1
es.usc.citius.hipster:hipster-examples,1
com.openlinksw.virtuoso:virtjdbc4,1
org.jupiter-rpc:jupiter-transport-netty,1
net.didion.jwnl:jwnl,1
com.shekhargulati:strman,1
com.shopizer:sm-shop-model,1
org.webjars.npm:dojo,1
io.fabric8:chaosmesh-server-mock,1
io.fabric8:volcano-client,1
io.quarkus:quarkus-amazon-lambda-deployment,1
io.quarkus:quarkus-spring-web-common,1
io.smallrye:smallrye-jwt-build,1
org.acme:acme-beans,1
com.paritytrading.parity:parity-file,1
com.paritytrading.parity:parity-match,1
org.geotools:gt-geotiff,3
org.wso2.carbon.identity.local.auth.fido:org.wso2.carbon.identity.application.authenticator.fido2,1
org.wso2.carbon.identity.user.api:org.wso2.carbon.identity.rest.api.user.authorized.apps.v1,1
com.github.dreamroute:locker-spring-boot-starter,1
org.twitter4j:twitter4j-async,1
com.github.stanford-futuredata.momentsketch:momentsketch-solver,1
org.apache.ignite:ignite-scalar,1
com.oracle.oci.sdk:oci-java-sdk-blockchain,1
com.oracle.oci.sdk:oci-java-sdk-dataintegration,1
com.oracle.oci.sdk:oci-java-sdk-tenantmanagercontrolplane,1
org.apache.shardingsphere.example:example-spring-mybatis,1
org.springframework.cloud:spring-cloud-vault-config-databases,1
uk.ac.bbsrc.tgac.miso:miso-dto,1
edu.washington.cs.knowitall:opennlp-postag-models,2
org.apache.arrow:arrow-algorithm,1
com.zaxxer:SparseBitSet,2
iped:iped-ahocorasick,1
com.bergerkiller.bukkit:MyWorlds,1
org.apache.openwebbeans:openwebbeans-el22,1
org.apache.maven.mercury:mercury-repo-virtual,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-id-rs,1
io.dubbo.springboot:spring-boot-starter-dubbo,2
org.camunda.bpm.extension:camunda-bpm-mockito,1
org.mybatis.dynamic-sql:mybatis-dynamic-sql,1
org.activiti:activiti-image-generator,2
org.springframework.security:spring-security-oauth2-core,1
net.sourceforge.cpdetector:chardet,1
com.lishid:orebfuscator-v1_11_R1,1
com.jzy.game:game-bydr-world,1
com.github.mpusher:mpush-test,1
org.openhab.addons.bundles:org.openhab.binding.snmp,1
org.openhab.addons.bundles:org.openhab.persistence.dynamodb,1
ddf.catalog.core:catalog-core-defaultvalues,1
ddf.catalog.opensearch:catalog-opensearch-source,1
com.lmco.shindig:shindig-social-api,1
com.twitter.heron:heron-storm,1
org.metawidget.modules.struts:metawidget-struts,1
ldapsdk:ldapsdk,1
org.apache.ignite:ignite-tools,1
org.codehaus.gmaven.runtime:gmaven-runtime-2.0,1
com.hp.hpl.jena:iri,1
com.hazelcast.samples:jcache,1
org.apache.camel:camel-restlet,1
org.hawkular.apm:hawkular-apm-config-service-rest-client,1
io.fabric8.funktion:k8kafka,1
com.github.caldav4j:caldav4j,1
com.abubusoft:kripton-retrofit-converter,1
org.axonframework:axon-spring,1
io.sniffy:sniffy-module-nio-compat-deps,1
org.apache.syncope.ext.camel:syncope-ext-camel-common-lib,1
org.apache.syncope.ext.flowable:syncope-ext-flowable-client-enduser,1
io.streamnative.pulsar.handlers:kafka-1-0,1
org.hjug.refactorfirst.effortranker:effort-ranker,1
org.eclipse.hono:hono-service-base-jdbc,1
com.facebook.presto.cassandra:cassandra-server,1
fish.payara.server.internal.persistence.cmp:cmp-support-sqlstore-l10n,1
org.mayocat.shop:mayocat-shop-taxes-internal,1
cn.stylefeng.roses:scanner-spring-boot-starter,1
com.thinkbiganalytics.kylo.integrations:kylo-spark-shell-client-app,1
com.thinkbiganalytics.kylo:kylo-hadoop-authorization-core,1
org.interledger:spsp-client,1
org.pentaho.di.plugins:lucid-db-streaming-loader-plugin-core,1
com.mycollab:mycollab-config,1
com.jobxhub:jobx-common,1
org.geysermc.cumulus:cumulus,2
org.fishwife:jrugged-spring,1
org.sculptorgenerator.generator:sculptor-active-annotation,1
org.graphfoundation.ongdb:ongdb-ha,1
org.apache.solr:solr-commons-csv,2
it.unibz.inf.ontop:ontop-mapping-sql-all,1
software.amazon.serverless:aws-ssm-java-caching-client,1
com.dlink:dlink-connector-jdbc-1.12,1
net.coobird:thumbnailator,27
org.apache.xmlgraphics:batik-gvt,7
com.amazonaws:amazon-neptune-gremlin-java-sigv4,1
com.vaadin:vaadin-login-flow,1
org.apache.tomcat:tomcat-jasper-el,10
org.apache.camel.quarkus:camel-quarkus-aws2-ddb,1
org.apache.camel.quarkus:camel-quarkus-bean,1
org.apache.camel.quarkus:camel-quarkus-jt400-deployment,1
org.apache.camel.quarkus:camel-quarkus-support-reactor-netty,1
org.apache.camel:camel-aws-xray,1
org.apache.camel:camel-lucene,1
org.apache.camel:camel-olingo2-parent,1
org.apache.rya:rya.export.mongo,1
org.calrissian.mango:mango-core,1
org.infinispan:infinispan-server-testdriver-junit4,1
sun.jdk:jconsole,1
org.locationtech.geowave:geowave-cli-sentinel2,1
org.apache.hadoop:hadoop-client-runtime,3
pentaho:mondrian-data-foodmart-hsqldb,1
de.dfki.mary:voice-enst-camille-hsmm,1
org.wicketstuff:wicketstuff-jamon,1
com.github.rest-driver:rest-client-driver,2
org.netbeans.api:org-netbeans-modules-java-project-ui,3
org.locationtech.geogig:geogig-cli-app,1
org.locationtech.geogig:geogig-gt-commands,1
ai.labs:conversationcallback-impl,1
com.alibaba.cola:cola-component-exception,1
org.apache.isis.security:isis-security-keycloak,1
com.google.escapevelocity:escapevelocity,1
org.apache.nifi:nifi-provenance-repository-nar,1
javax.xml.bind:jsr173_api,2
org.apache.seatunnel:seatunnel-transform-flink-split,1
org.restcomm:restcomm-connect.mrb,1
org.eclipse.persistence:org.eclipse.persistence.oracle.nosql,1
org.apache.hadoop:hadoop-mapred-test,1
org.eclipse.kapua:kapua-rest-api-resources,1
com.networknt:customer-backend,1
org.apache.felix:org.apache.felix.prefs,2
org.hibernate:hibernate-re,1
com.sk89q.worldguard:worldguard-core,3
software.amazon.awssdk:resourcegroupstaggingapi,1
org.eclipse.vorto:mapping-converter-string,1
org.apache.james:james-server-dnsservice-test,1
org.apache.james:metrics-tests,1
org.apache.james:testing-base,1
io.helidon.serviceconfiguration:helidon-serviceconfiguration-hikaricp-localhost,1
org.apache.jclouds.api:docker,1
org.apache.jclouds.provider:profitbricks,1
org.apache.jclouds:jclouds-allloadbalancer,1
org.datanucleus:javax.persistence,1
org.eclipse.equinox:org.eclipse.equinox.http.helper,6
org.wikidata.wdtk:wdtk-dumpfiles,2
org.apache.sling:org.apache.sling.commons.html,1
com.hubspot:BaragonClient,1
org.apache.spark:spark-launcher_2.10,1
Jama:Jama,1
org.apache.abdera:abdera-client,1
org.esa.s1tbx:s1tbx-op-sar-processing-ui,1
org.odpi.egeria:display-integrator-spring,1
org.odpi.egeria:subject-area-api,1
javax.money:money-api,6
com.netease.nim:camellia-dashboard-spring-boot-starter,1
org.hibernate.java-persistence:jpa-api,2
io.dropwizard.metrics:metrics-servlets,15
backport-util-concurrent:backport-util-concurrent,8
io.joynr.android:joynr-android-binder-runtime,1
io.vertx:vertx-unit,11
org.apache.ratis:ratis-logservice,1
com.droidefense:vfs,1
org.apache.storm:storm-hdfs,3
de.metanome:example_basic_stat_algorithm,1
de.metanome:test_helper,1
org.apache.hop:hop-databases-monetdb,1
org.apache.hop:hop-databases-mssqlnative,1
org.apache.hop:hop-transform-setvariable,1
org.apache.bookkeeper:stream-storage-common,1
org.apache.accumulo:accumulo-fate,4
org.apache.hive.hcatalog:hive-hcatalog-pig-adapter,3
io.thorntail:jose,1
org.openjdk.jcstress:jcstress-tests-chapter-0a,1
com.warmer:kgBuilder-meta,1
org.knowm.xchange:xchange-bitfinex,2
org.knowm.xchange:xchange-bittrex,1
org.eobjects.datacleaner:DataCleaner-writers,1
com.h3xstream.findsecbugs:findsecbugs-plugin,2
org.jboss.narayana.rts:lra-client,2
org.webjars.npm:jshint,1
org.apache.pinot:pinot-hdfs,1
org.mortbay.jasper:apache-el,2
org.powermock:powermock-classloading-xstream,4
io.airlift:log,6
es.gob.afirma:afirma-crypto-cipher,1
org.tyrannyofheaven.bukkit:zPermissions,2
org.apache.hyracks:hyracks-client,1
org.jitsi:ice4j,2
org.jitsi:jitsi-fileaccess,1
org.apache.flink:flink-shaded-hadoop2,1
com.stormpath.spring:stormpath-spring-security-spring-boot-starter,1
org.noear:redisx,1
com.amazonaws.sample.timestream.multithreaded:sample-local-csv-ingestion,1
io.quarkus.http:quarkus-http-websocket-vertx,1
